;FLIGHT;GATE;DEPARTURE;PAX ARRIVAL;STATUS;SPAWN;SHIFT
2831;EJU|1|665|D18;5;665;417;NORMAL;SOUTH;240
2061;RYR|1|545|D4;10;545;418;NORMAL;SOUTH;240
2087;DLH|1|545|D5;9;545;418;NORMAL;SOUTH;240
2246;EWG|1|545|D3;11;545;418;NORMAL;SOUTH;240
2357;EWG|1|545|D3;11;545;418;NORMAL;SOUTH;240
2506;RYR|1|545|D4;10;545;418;NORMAL;NORTH;240
2533;EWG|1|545|D3;11;545;418;NORMAL;SOUTH;240
2563;RYR|1|555|D41;3;555;418;NORMAL;SOUTH;240
2279;VLG|1|580|D27;12;580;418;NORMAL;NORTH;240
2645;EJU|1|580|D23;23;580;418;NORMAL;SOUTH;240
2704;QTR|1|580|D26;20;580;418;NORMAL;NORTH;240
3202;VLG|1|580|D27;12;580;418;NORMAL;NORTH;240
2334;GFA|1|585|D50;17;585;418;NORMAL;SOUTH;240
2707;GFA|1|585|D50;17;585;418;NORMAL;SOUTH;240
3103;WZZ|1|590|D8;19;590;418;NORMAL;NORTH;240
2370;RYR|1|595|D90;6;595;418;NORMAL;SOUTH;240
2467;RYR|1|600|D55;24;600;418;NORMAL;SOUTH;240
2601;DAL|1|600|D53;14;600;418;NORMAL;SOUTH;240
2919;DAL|1|600|D53;14;600;418;NORMAL;NORTH;240
7509;DAL|1|600|D53;14;600;418;NORMAL;NORTH;240
7510;DAL|1|600|D53;14;600;418;NORMAL;NORTH;240
2378;VLG|1|610|D49;4;610;418;NORMAL;SOUTH;240
2718;ETD|1|610|D48;9;610;418;NORMAL;NORTH;240
7412;ETD|1|610|D48;9;610;418;NORMAL;NORTH;240
2179;AFR|1|625|D61;22;625;418;NORMAL;NORTH;240
2663;EJU|1|625|D62;7;625;418;NORMAL;SOUTH;240
2927;SZN|1|625|D63;2;625;418;NORMAL;NORTH;240
7516;SZN|1|625|D63;2;625;418;NORMAL;NORTH;240
7517;SZN|1|625|D63;2;625;418;NORMAL;NORTH;240
7518;SZN|1|625|D63;2;625;418;NORMAL;NORTH;240
2479;EZY|1|630|D69;21;630;418;NORMAL;SOUTH;240
2863;EJU|1|635|D80;3;635;418;NORMAL;SOUTH;240
2930;AEA|1|635|D84;15;635;418;NORMAL;SOUTH;240
2586;AEE|1|655|D88;22;655;418;NORMAL;SOUTH;240
3534;SAS|1|680|D2;20;680;418;NORMAL;SOUTH;240
7830;SAS|1|680|D2;20;680;418;NORMAL;SOUTH;240
7831;SAS|1|680|D2;20;680;418;NORMAL;SOUTH;240
2733;DLH|1|545|D5;9;545;419;NORMAL;NORTH;240
2672;RYR|1|555|D41;3;555;419;NORMAL;SOUTH;240
2642;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
2906;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
7373;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
7374;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
7375;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
7376;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
7501;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
7502;EJU|1|565|D43;18;565;419;NORMAL;SOUTH;240
2435;VLG|1|580|D27;12;580;419;NORMAL;SOUTH;240
2618;EJU|1|580|D23;23;580;419;NORMAL;SOUTH;240
2950;VLG|1|580|D27;12;580;419;NORMAL;SOUTH;240
3324;QTR|1|580|D26;20;580;419;NORMAL;NORTH;240
2544;WZZ|1|590|D8;19;590;419;NORMAL;SOUTH;240
2657;DAL|1|600|D53;14;600;419;NORMAL;NORTH;240
2682;RYR|1|600|D55;24;600;419;NORMAL;SOUTH;240
7382;DAL|1|600|D53;14;600;419;NORMAL;NORTH;240
7383;DAL|1|600|D53;14;600;419;NORMAL;NORTH;240
7384;DAL|1|600|D53;14;600;419;NORMAL;NORTH;240
2312;RYR|1|605|D64;13;605;419;NORMAL;SOUTH;240
2497;RYR|1|615|D53;1;615;419;NORMAL;SOUTH;240
2781;RYR|1|615|D53;1;615;419;NORMAL;SOUTH;240
3404;AUA|1|615|D54;5;615;419;NORMAL;SOUTH;240
2522;AFR|1|625|D61;22;625;419;NORMAL;SOUTH;240
2584;SZN|1|625|D63;2;625;419;NORMAL;SOUTH;240
2825;EJU|1|625|D62;7;625;419;NORMAL;NORTH;240
2527;EJU|1|635|D80;3;635;419;NORMAL;SOUTH;240
3470;AEE|1|655|D88;22;655;419;NORMAL;SOUTH;240
7799;AEE|1|655|D88;22;655;419;NORMAL;SOUTH;240
7800;AEE|1|655|D88;22;655;419;NORMAL;SOUTH;240
7801;AEE|1|655|D88;22;655;419;NORMAL;SOUTH;240
7802;AEE|1|655|D88;22;655;419;NORMAL;SOUTH;240
2902;DLH|1|545|D5;9;545;420;NORMAL;NORTH;240
2063;RYR|1|555|D41;3;555;420;NORMAL;NORTH;240
2391;QTR|1|580|D26;20;580;420;NORMAL;SOUTH;240
2540;QTR|1|580|D26;20;580;420;NORMAL;SOUTH;240
2744;VLG|1|580|D27;12;580;420;NORMAL;SOUTH;240
2943;EJU|1|580|D23;23;580;420;NORMAL;NORTH;240
7261;QTR|1|580|D26;20;580;420;NORMAL;SOUTH;240
7262;QTR|1|580|D26;20;580;420;NORMAL;SOUTH;240
7263;QTR|1|580|D26;20;580;420;NORMAL;SOUTH;240
7264;QTR|1|580|D26;20;580;420;NORMAL;SOUTH;240
7311;QTR|1|580|D26;20;580;420;NORMAL;SOUTH;240
7520;EJU|1|580|D23;23;580;420;NORMAL;NORTH;240
2256;WZZ|1|590|D8;19;590;420;NORMAL;NORTH;240
2396;WZZ|1|590|D8;19;590;420;NORMAL;SOUTH;240
2543;WZZ|1|590|D8;19;590;420;NORMAL;SOUTH;240
7205;WZZ|1|590|D8;19;590;420;NORMAL;NORTH;240
2546;RYR|1|595|D90;6;595;420;NORMAL;SOUTH;240
2518;DAL|1|600|D53;14;600;420;NORMAL;NORTH;240
2659;RYR|1|600|D55;24;600;420;NORMAL;SOUTH;240
2815;RYR|1|600|D55;24;600;420;NORMAL;SOUTH;240
3484;RYR|1|600|D55;24;600;420;NORMAL;SOUTH;240
7305;DAL|1|600|D53;14;600;420;NORMAL;NORTH;240
7306;DAL|1|600|D53;14;600;420;NORMAL;NORTH;240
7307;DAL|1|600|D53;14;600;420;NORMAL;NORTH;240
7385;RYR|1|600|D55;24;600;420;NORMAL;SOUTH;240
7455;RYR|1|600|D55;24;600;420;NORMAL;SOUTH;240
7456;RYR|1|600|D55;24;600;420;NORMAL;SOUTH;240
7805;RYR|1|600|D55;24;600;420;NORMAL;SOUTH;240
2549;RYR|1|605|D64;13;605;420;NORMAL;SOUTH;240
3543;RYR|1|605|D64;13;605;420;NORMAL;NORTH;240
7833;RYR|1|605|D64;13;605;420;NORMAL;NORTH;240
2175;VLG|1|610|D49;4;610;420;NORMAL;NORTH;240
2314;ETD|1|610|D48;9;610;420;NORMAL;SOUTH;240
2495;ETD|1|610|D48;9;610;420;NORMAL;NORTH;240
2550;ETD|1|610|D48;9;610;420;NORMAL;SOUTH;240
7166;VLG|1|610|D49;4;610;420;NORMAL;NORTH;240
7167;VLG|1|610|D49;4;610;420;NORMAL;NORTH;240
7168;VLG|1|610|D49;4;610;420;NORMAL;NORTH;240
7303;ETD|1|610|D48;9;610;420;NORMAL;NORTH;240
7304;ETD|1|610|D48;9;610;420;NORMAL;NORTH;240
2203;RYR|1|615|D53;1;615;420;NORMAL;NORTH;240
2408;SZN|1|625|D63;2;625;420;NORMAL;NORTH;240
3552;AFR|1|625|D61;22;625;420;NORMAL;NORTH;240
7844;AFR|1|625|D61;22;625;420;NORMAL;NORTH;240
7845;AFR|1|625|D61;22;625;420;NORMAL;NORTH;240
7846;AFR|1|625|D61;22;625;420;NORMAL;NORTH;240
7847;AFR|1|625|D61;22;625;420;NORMAL;NORTH;240
2928;RYR|1|635|D81;16;635;420;NORMAL;NORTH;240
7519;RYR|1|635|D81;16;635;420;NORMAL;NORTH;240
3011;SWR|1|640|D9;11;640;420;NORMAL;SOUTH;240
7552;SWR|1|640|D9;11;640;420;NORMAL;SOUTH;240
7553;SWR|1|640|D9;11;640;420;NORMAL;SOUTH;240
7554;SWR|1|640|D9;11;640;420;NORMAL;SOUTH;240
7555;SWR|1|640|D9;11;640;420;NORMAL;SOUTH;240
2385;AEE|1|655|D88;22;655;420;NORMAL;NORTH;240
3595;AEE|1|655|D88;22;655;420;NORMAL;SOUTH;240
7872;AEE|1|655|D88;22;655;420;NORMAL;SOUTH;240
7873;AEE|1|655|D88;22;655;420;NORMAL;SOUTH;240
2449;EJU|1|670|D22;12;670;420;NORMAL;SOUTH;240
2208;EWG|1|485|D92;18;485;421;NORMAL;SOUTH;240
2426;BXI|1|510|D38;8;510;421;NORMAL;SOUTH;240
2561;RYR|1|545|D4;10;545;421;NORMAL;SOUTH;240
7317;RYR|1|545|D4;10;545;421;NORMAL;SOUTH;240
7318;RYR|1|545|D4;10;545;421;NORMAL;SOUTH;240
2592;VLG|1|555|D43;24;555;421;NORMAL;SOUTH;240
2702;VLG|1|555|D43;24;555;421;NORMAL;SOUTH;240
7340;VLG|1|555|D43;24;555;421;NORMAL;SOUTH;240
2737;EJU|1|565|D43;18;565;421;NORMAL;SOUTH;240
2361;EJU|1|580|D23;23;580;421;NORMAL;NORTH;240
2848;GFA|1|585|D50;17;585;421;NORMAL;NORTH;240
7475;GFA|1|585|D50;17;585;421;NORMAL;NORTH;240
2132;WZZ|1|590|D8;19;590;421;NORMAL;SOUTH;240
2366;WZZ|1|590|D8;19;590;421;NORMAL;SOUTH;240
2437;WZZ|1|590|D8;19;590;421;NORMAL;SOUTH;240
2462;WZZ|1|590|D8;19;590;421;NORMAL;SOUTH;240
2807;WZZ|1|590|D8;19;590;421;NORMAL;SOUTH;240
7145;WZZ|1|590|D8;19;590;421;NORMAL;SOUTH;240
7451;WZZ|1|590|D8;19;590;421;NORMAL;SOUTH;240
2230;DAL|1|600|D53;14;600;421;NORMAL;SOUTH;240
2859;RYR|1|600|D55;24;600;421;NORMAL;NORTH;240
7195;DAL|1|600|D53;14;600;421;NORMAL;SOUTH;240
7196;DAL|1|600|D53;14;600;421;NORMAL;SOUTH;240
7487;RYR|1|600|D55;24;600;421;NORMAL;NORTH;240
7488;RYR|1|600|D55;24;600;421;NORMAL;NORTH;240
2471;VLG|1|610|D49;4;610;421;NORMAL;SOUTH;240
3546;ETD|1|610|D48;9;610;421;NORMAL;SOUTH;240
2347;RYR|1|615|D53;1;615;421;NORMAL;SOUTH;240
2476;AUA|1|615|D54;5;615;421;NORMAL;NORTH;240
3403;RYR|1|615|D53;1;615;421;NORMAL;NORTH;240
3430;RYR|1|615|D53;1;615;421;NORMAL;SOUTH;240
7771;RYR|1|615|D53;1;615;421;NORMAL;SOUTH;240
7772;RYR|1|615|D53;1;615;421;NORMAL;SOUTH;240
2405;AFR|1|625|D61;22;625;421;NORMAL;SOUTH;240
2608;EJU|1|625|D62;7;625;421;NORMAL;SOUTH;240
2724;SZN|1|625|D63;2;625;421;NORMAL;SOUTH;240
3004;SZN|1|625|D63;2;625;421;NORMAL;NORTH;240
7551;SZN|1|625|D63;2;625;421;NORMAL;NORTH;240
2265;RYR|1|645|D6;3;645;421;NORMAL;SOUTH;240
3012;RYR|1|645|D6;3;645;421;NORMAL;NORTH;240
3502;RYR|1|645|D6;3;645;421;NORMAL;SOUTH;240
7556;RYR|1|645|D6;3;645;421;NORMAL;NORTH;240
3054;EJU|1|705|D15;2;705;421;NORMAL;NORTH;240
7591;EJU|1|705|D15;2;705;421;NORMAL;NORTH;240
2638;EJU|1|530|D43;22;530;422;NORMAL;SOUTH;240
2154;RYR|1|545|D4;10;545;422;NORMAL;SOUTH;240
2485;VLG|1|555|D43;24;555;422;NORMAL;SOUTH;240
2538;VLG|1|555|D43;24;555;422;NORMAL;SOUTH;240
2673;VLG|1|555|D43;24;555;422;NORMAL;SOUTH;240
2674;VLG|1|555|D43;24;555;422;NORMAL;SOUTH;240
2276;ASL|1|580|D25;10;580;422;NORMAL;NORTH;240
2511;EJU|1|580|D23;23;580;422;NORMAL;SOUTH;240
2620;ASL|1|580|D25;10;580;422;NORMAL;SOUTH;240
2797;EJU|1|580|D23;23;580;422;NORMAL;SOUTH;240
2803;VLG|1|580|D27;12;580;422;NORMAL;NORTH;240
3057;EJU|1|580|D23;23;580;422;NORMAL;NORTH;240
7363;ASL|1|580|D25;10;580;422;NORMAL;SOUTH;240
7364;ASL|1|580|D25;10;580;422;NORMAL;SOUTH;240
7446;EJU|1|580|D23;23;580;422;NORMAL;SOUTH;240
7447;EJU|1|580|D23;23;580;422;NORMAL;SOUTH;240
7448;VLG|1|580|D27;12;580;422;NORMAL;NORTH;240
7449;VLG|1|580|D27;12;580;422;NORMAL;NORTH;240
7450;VLG|1|580|D27;12;580;422;NORMAL;NORTH;240
2369;WZZ|1|590|D8;19;590;422;NORMAL;NORTH;240
3058;WZZ|1|590|D8;19;590;422;NORMAL;NORTH;240
7592;WZZ|1|590|D8;19;590;422;NORMAL;NORTH;240
7593;WZZ|1|590|D8;19;590;422;NORMAL;NORTH;240
7594;WZZ|1|590|D8;19;590;422;NORMAL;NORTH;240
7595;WZZ|1|590|D8;19;590;422;NORMAL;NORTH;240
2854;RYR|1|595|D90;6;595;422;NORMAL;NORTH;240
3030;RYR|1|595|D90;6;595;422;NORMAL;SOUTH;240
7480;RYR|1|595|D90;6;595;422;NORMAL;NORTH;240
2282;RYR|1|600|D55;24;600;422;NORMAL;SOUTH;240
2712;DAL|1|600|D53;14;600;422;NORMAL;SOUTH;240
2858;RYR|1|600|D55;24;600;422;NORMAL;NORTH;240
7209;RYR|1|600|D55;24;600;422;NORMAL;SOUTH;240
7210;RYR|1|600|D55;24;600;422;NORMAL;SOUTH;240
7211;RYR|1|600|D55;24;600;422;NORMAL;SOUTH;240
2973;ETD|1|610|D48;9;610;422;NORMAL;SOUTH;240
2993;VLG|1|610|D49;4;610;422;NORMAL;NORTH;240
7533;ETD|1|610|D48;9;610;422;NORMAL;SOUTH;240
7534;ETD|1|610|D48;9;610;422;NORMAL;SOUTH;240
7535;ETD|1|610|D48;9;610;422;NORMAL;SOUTH;240
7546;VLG|1|610|D49;4;610;422;NORMAL;NORTH;240
7547;VLG|1|610|D49;4;610;422;NORMAL;NORTH;240
2720;RYR|1|615|D53;1;615;422;NORMAL;SOUTH;240
3071;RYR|1|615|D53;1;615;422;NORMAL;SOUTH;240
3143;EJU|1|625|D62;7;625;422;NORMAL;NORTH;240
2291;EJU|1|635|D80;3;635;422;NORMAL;NORTH;240
2635;RYR|1|635|D81;16;635;422;NORMAL;SOUTH;240
2697;RYR|1|650|D23;6;650;422;NORMAL;SOUTH;240
7399;RYR|1|650|D23;6;650;422;NORMAL;SOUTH;240
7400;RYR|1|650|D23;6;650;422;NORMAL;SOUTH;240
7401;RYR|1|650|D23;6;650;422;NORMAL;SOUTH;240
3021;AHY|1|690|D79;4;690;422;NORMAL;NORTH;240
2531;DLA|1|520|D36;13;520;423;NORMAL;SOUTH;240
2761;EJU|1|530|D43;22;530;423;NORMAL;SOUTH;240
2355;EJU|1|540|D32;1;540;423;NORMAL;SOUTH;240
2356;EJU|1|540|D32;1;540;423;NORMAL;SOUTH;240
2427;RYR|1|545|D4;10;545;423;NORMAL;NORTH;240
2614;DLH|1|545|D5;9;545;423;NORMAL;SOUTH;240
2732;RYR|1|545|D4;10;545;423;NORMAL;NORTH;240
2617;VLG|1|555|D43;24;555;423;NORMAL;SOUTH;240
2764;VLG|1|555|D43;24;555;423;NORMAL;SOUTH;240
2641;EJU|1|565|D43;18;565;423;NORMAL;SOUTH;240
2597;VLG|1|580|D27;12;580;423;NORMAL;SOUTH;240
2548;RYR|1|600|D55;24;600;423;NORMAL;SOUTH;240
2713;DAL|1|600|D53;14;600;423;NORMAL;SOUTH;240
2350;AUA|1|615|D54;5;615;423;NORMAL;SOUTH;240
2754;AUA|1|615|D54;5;615;423;NORMAL;SOUTH;240
7241;AUA|1|615|D54;5;615;423;NORMAL;SOUTH;240
7242;AUA|1|615|D54;5;615;423;NORMAL;SOUTH;240
7243;AUA|1|615|D54;5;615;423;NORMAL;SOUTH;240
7244;AUA|1|615|D54;5;615;423;NORMAL;SOUTH;240
2444;EJU|1|625|D62;7;625;423;NORMAL;SOUTH;240
2896;EJU|1|625|D62;7;625;423;NORMAL;NORTH;240
7497;EJU|1|625|D62;7;625;423;NORMAL;NORTH;240
2696;RYR|1|635|D81;16;635;423;NORMAL;SOUTH;240
2636;RYR|1|645|D6;3;645;423;NORMAL;SOUTH;240
3467;RYR|1|645|D6;3;645;423;NORMAL;NORTH;240
7798;RYR|1|645|D6;3;645;423;NORMAL;NORTH;240
3506;RYR|1|650|D23;6;650;423;NORMAL;SOUTH;240
7820;RYR|1|650|D23;6;650;423;NORMAL;SOUTH;240
2447;AEE|1|655|D88;22;655;423;NORMAL;NORTH;240
2503;SAS|1|680|D2;20;680;423;NORMAL;SOUTH;240
591;EWG|1|485|D92;18;485;424;NORMAL;TRAIN;240
1831;BAW|1|485|D91;16;485;424;NORMAL;TRAIN;240
39;EJU|1|505|D91;7;505;424;NORMAL;TRAIN;240
1117;EJU|1|505|D91;7;505;424;NORMAL;TRAIN;240
1800;BXI|1|510|D38;8;510;424;NORMAL;TRAIN;240
1854;BXI|1|510|D38;8;510;424;NORMAL;TRAIN;240
2053;BXI|1|510|D38;8;510;424;NORMAL;TRAIN;240
1189;DLA|1|520|D36;13;520;424;NORMAL;TRAIN;240
1665;DLA|1|520|D36;13;520;424;NORMAL;TRAIN;240
1703;DLA|1|520|D36;13;520;424;NORMAL;TRAIN;240
6918;DLA|1|520|D36;13;520;424;NORMAL;TRAIN;240
844;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
868;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1247;WZZ|1|530|D46;19;530;424;NORMAL;TRAIN;240
1259;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1480;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1598;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1625;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1781;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1882;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1905;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1925;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
1998;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
2017;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
2080;EJU|1|530|D43;22;530;424;NORMAL;TRAIN;240
993;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
1467;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
1577;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
1769;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
1835;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
1906;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
1952;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
2020;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
6885;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
6980;WZZ|1|535|D75;15;535;424;NORMAL;TRAIN;240
1771;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
1837;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
1907;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
1926;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
1953;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
2022;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
2059;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
2084;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
2118;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
2125;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
2152;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
2271;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
7131;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
7140;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
7141;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
7142;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
7143;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
7153;EJU|1|540|D32;1;540;424;NORMAL;TRAIN;240
1050;EWG|1|545|D3;11;545;424;NORMAL;TRAIN;240
1500;RYR|1|545|D4;10;545;424;NORMAL;TRAIN;240
1726;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
1806;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
1839;RYR|1|545|D4;10;545;424;NORMAL;TRAIN;240
1931;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
2041;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
2060;RYR|1|545|D4;10;545;424;NORMAL;TRAIN;240
2062;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
2296;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
2324;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
2559;EWG|1|545|D3;11;545;424;NORMAL;SOUTH;240
6847;RYR|1|545|D4;10;545;424;NORMAL;TRAIN;240
7004;RYR|1|545|D4;10;545;424;NORMAL;TRAIN;240
7005;RYR|1|545|D4;10;545;424;NORMAL;TRAIN;240
7113;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
7216;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
7217;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
7218;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
7219;DLH|1|545|D5;9;545;424;NORMAL;TRAIN;240
1430;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
1535;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
1536;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
1842;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
1913;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
1976;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
2025;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
2094;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
2189;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
2213;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
2248;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
2325;RYR|1|555|D41;3;555;424;NORMAL;SOUTH;240
2736;VLG|1|555|D43;24;555;424;NORMAL;SOUTH;240
2794;VLG|1|555|D43;24;555;424;NORMAL;NORTH;240
2839;RYR|1|555|D41;3;555;424;NORMAL;SOUTH;240
6822;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
7048;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
7049;RYR|1|555|D41;3;555;424;NORMAL;TRAIN;240
7120;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
7121;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
7122;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
7123;VLG|1|555|D43;24;555;424;NORMAL;TRAIN;240
7442;VLG|1|555|D43;24;555;424;NORMAL;NORTH;240
7443;VLG|1|555|D43;24;555;424;NORMAL;NORTH;240
7444;VLG|1|555|D43;24;555;424;NORMAL;NORTH;240
7445;VLG|1|555|D43;24;555;424;NORMAL;NORTH;240
1811;EJU|1|565|D43;18;565;424;NORMAL;TRAIN;240
1812;EJU|1|565|D43;18;565;424;NORMAL;TRAIN;240
1962;EJU|1|565|D43;18;565;424;NORMAL;TRAIN;240
2044;EJU|1|565|D43;18;565;424;NORMAL;TRAIN;240
2359;EJU|1|565|D43;18;565;424;NORMAL;TRAIN;240
2429;EJU|1|565|D43;18;565;424;NORMAL;TRAIN;240
1136;VLG|1|580|D27;12;580;424;NORMAL;TRAIN;240
1524;VLG|1|580|D27;12;580;424;NORMAL;TRAIN;240
1590;VLG|1|580|D27;12;580;424;NORMAL;TRAIN;240
1675;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
1775;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
1816;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
1848;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
1871;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
1896;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
2046;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
2047;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2068;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2069;VLG|1|580|D27;12;580;424;NORMAL;TRAIN;240
2098;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2127;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
2128;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
2219;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2220;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2221;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2253;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
2273;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
2275;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
2277;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2278;VLG|1|580|D27;12;580;424;NORMAL;TRAIN;240
2302;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
2303;EJU|1|580|D23;23;580;424;NORMAL;TRAIN;240
2304;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
2332;VLG|1|580|D27;12;580;424;NORMAL;TRAIN;240
2433;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2434;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
2621;ASL|1|580|D25;10;580;424;NORMAL;SOUTH;240
2742;QTR|1|580|D26;20;580;424;NORMAL;SOUTH;240
2802;VLG|1|580|D27;12;580;424;NORMAL;NORTH;240
2951;VLG|1|580|D27;12;580;424;NORMAL;NORTH;240
3099;ASL|1|580|D25;10;580;424;NORMAL;NORTH;240
7008;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
7009;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
7010;QTR|1|580|D26;20;580;424;NORMAL;TRAIN;240
7037;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
7038;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
7203;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
7204;ASL|1|580|D25;10;580;424;NORMAL;TRAIN;240
1820;GFA|1|585|D50;17;585;424;NORMAL;TRAIN;240
1988;GFA|1|585|D50;17;585;424;NORMAL;TRAIN;240
1615;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
1717;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
1776;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
1873;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
1943;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
1989;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
2071;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
2072;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
2099;WZZ|1|590|D8;19;590;424;NORMAL;TRAIN;240
